2026-06-30 14:11:33 | buyer=Alice | qty=5 | student_id=p20240058 | stock_after=95
2026-06-30 14:12:45 | buyer=buyer6 | qty=1 | student_id=p20240058 | stock_after=98
2026-06-30 14:12:45 | buyer=buyer36 | qty=1 | student_id=p20240058 | stock_after=97
2026-06-30 14:12:45 | buyer=buyer39 | qty=1 | student_id=p20240058 | stock_after=96
2026-06-30 14:12:45 | buyer=buyer45 | qty=1 | student_id=p20240058 | stock_after=95
2026-06-30 14:12:45 | buyer=buyer26 | qty=1 | student_id=p20240058 | stock_after=94
2026-06-30 14:12:45 | buyer=buyer38 | qty=1 | student_id=p20240058 | stock_after=93
2026-06-30 14:12:45 | buyer=buyer3 | qty=1 | student_id=p20240058 | stock_after=92
2026-06-30 14:12:45 | buyer=buyer50 | qty=1 | student_id=p20240058 | stock_after=91
2026-06-30 14:12:45 | buyer=buyer48 | qty=1 | student_id=p20240058 | stock_after=90
2026-06-30 14:12:45 | buyer=buyer12 | qty=1 | student_id=p20240058 | stock_after=89
2026-06-30 14:12:45 | buyer=buyer13 | qty=1 | student_id=p20240058 | stock_after=88
2026-06-30 14:12:45 | buyer=buyer5 | qty=1 | student_id=p20240058 | stock_after=87
2026-06-30 14:12:45 | buyer=buyer7 | qty=1 | student_id=p20240058 | stock_after=86
2026-06-30 14:12:45 | buyer=buyer4 | qty=1 | student_id=p20240058 | stock_after=85
2026-06-30 14:12:45 | buyer=buyer2 | qty=1 | student_id=p20240058 | stock_after=84
2026-06-30 14:12:45 | buyer=buyer11 | qty=1 | student_id=p20240058 | stock_after=83
2026-06-30 14:12:45 | buyer=buyer10 | qty=1 | student_id=p20240058 | stock_after=82
2026-06-30 14:12:45 | buyer=buyer14 | qty=1 | student_id=p20240058 | stock_after=81
2026-06-30 14:12:45 | buyer=buyer18 | qty=1 | student_id=p20240058 | stock_after=80
2026-06-30 14:12:45 | buyer=buyer22 | qty=1 | student_id=p20240058 | stock_after=79
2026-06-30 14:12:45 | buyer=buyer17 | qty=1 | student_id=p20240058 | stock_after=78
2026-06-30 14:12:45 | buyer=buyer19 | qty=1 | student_id=p20240058 | stock_after=77
2026-06-30 14:12:45 | buyer=buyer16 | qty=1 | student_id=p20240058 | stock_after=76
2026-06-30 14:12:45 | buyer=buyer9 | qty=1 | student_id=p20240058 | stock_after=75
2026-06-30 14:12:45 | buyer=buyer20 | qty=1 | student_id=p20240058 | stock_after=74
2026-06-30 14:12:45 | buyer=buyer35 | qty=1 | student_id=p20240058 | stock_after=73
2026-06-30 14:12:45 | buyer=buyer15 | qty=1 | student_id=p20240058 | stock_after=72
2026-06-30 14:12:45 | buyer=buyer21 | qty=1 | student_id=p20240058 | stock_after=71
2026-06-30 14:12:45 | buyer=buyer8 | qty=1 | student_id=p20240058 | stock_after=70
2026-06-30 14:12:45 | buyer=buyer31 | qty=1 | student_id=p20240058 | stock_after=69
2026-06-30 14:12:45 | buyer=buyer47 | qty=1 | student_id=p20240058 | stock_after=68
2026-06-30 14:12:45 | buyer=buyer25 | qty=1 | student_id=p20240058 | stock_after=67
2026-06-30 14:12:45 | buyer=buyer29 | qty=1 | student_id=p20240058 | stock_after=66
2026-06-30 14:12:45 | buyer=buyer28 | qty=1 | student_id=p20240058 | stock_after=65
2026-06-30 14:12:45 | buyer=buyer41 | qty=1 | student_id=p20240058 | stock_after=64
2026-06-30 14:12:45 | buyer=buyer30 | qty=1 | student_id=p20240058 | stock_after=63
2026-06-30 14:12:45 | buyer=buyer34 | qty=1 | student_id=p20240058 | stock_after=62
2026-06-30 14:12:45 | buyer=buyer23 | qty=1 | student_id=p20240058 | stock_after=61
2026-06-30 14:12:45 | buyer=buyer27 | qty=1 | student_id=p20240058 | stock_after=60
2026-06-30 14:12:45 | buyer=buyer37 | qty=1 | student_id=p20240058 | stock_after=59
2026-06-30 14:12:45 | buyer=buyer40 | qty=1 | student_id=p20240058 | stock_after=58
2026-06-30 14:12:45 | buyer=buyer33 | qty=1 | student_id=p20240058 | stock_after=57
2026-06-30 14:12:45 | buyer=buyer46 | qty=1 | student_id=p20240058 | stock_after=56
2026-06-30 14:12:45 | buyer=buyer24 | qty=1 | student_id=p20240058 | stock_after=55
2026-06-30 14:12:45 | buyer=buyer32 | qty=1 | student_id=p20240058 | stock_after=54
2026-06-30 14:12:45 | buyer=buyer42 | qty=1 | student_id=p20240058 | stock_after=53
2026-06-30 14:12:45 | buyer=buyer43 | qty=1 | student_id=p20240058 | stock_after=52
2026-06-30 14:12:45 | buyer=buyer49 | qty=1 | student_id=p20240058 | stock_after=51
2026-06-30 14:12:45 | buyer=buyer44 | qty=1 | student_id=p20240058 | stock_after=50
